SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,log_return,ma5,ma20,ma_ratio,volatility,rsi
1,Aave,AAVE,2020-10-05 23:59:59,55.11235847,49.78789992,52.67503496,53.21924296,0.0,89128128.86084658,,,,,,
2,Aave,AAVE,2020-10-06 23:59:59,53.40227002,40.73457791,53.29196931,42.40159861,583091.4597628,71011441.25451232,-2.7151016308751306,,,,,
3,Aave,AAVE,2020-10-07 23:59:59,42.40831364,35.97068975,42.39994711,40.08397561,682834.18632335,67130036.89981823,-0.7285435149665453,,,,,
4,Aave,AAVE,2020-10-08 23:59:59,44.90251114,36.69605677,39.88526234,43.76446306,1658816.92260445,220265142.10956785,0.9447452658811518,,,,,
5,Aave,AAVE,2020-10-09 23:59:59,47.56953274,43.2917758,43.76446306,46.81774415,815537.6607835,235632208.16269895,0.7077241173462016,45.257404878,,,,
6,Aave,AAVE,2020-10-10 23:59:59,51.4056548,46.70332768,46.81814554,49.13371767,1074627.02770495,247288428.7561697,0.4852045979182263,44.44029982,,,1.4331566879821156,
7,Aave,AAVE,2020-10-11 23:59:59,51.45337431,48.71603954,49.13312951,49.66072573,692150.60094118,249940843.43242228,0.04829015260458889,45.892125244,,,-0.467812333214771,
8,Aave,AAVE,2020-10-12 23:59:59,54.42141763,48.75407708,49.66157329,52.23869222,1354836.06481028,262915666.29307267,0.5122204974962925,48.323068566,,,-1.1961902511728322,
9,Aave,AAVE,2020-10-13 23:59:59,57.48190422,49.59873521,52.23839242,51.12431679,1386221.2066711,257307050.4308017,-0.3261057978160071,49.795039312,,,-1.0018790135641664,
10,Aave,AAVE,2020-10-14 23:59:59,57.85394649,49.62952942,51.37289869,51.31651791,3132405.42216768,258274392.50811112,-0.03204871326194875,50.694794064,,,-1.1354347524261963,
11,Aave,AAVE,2020-10-15 23:59:59,52.08068541,44.01832531,51.38760962,44.01918294,5883146.06280652,221547139.10727772,-1.8573244088352288,49.671887118,,,0.07733715338668642,
12,Aave,AAVE,2020-10-16 23:59:59,43.90673033,39.14295677,42.89060653,39.49584426,52855204.93631293,365071463.27992666,-1.3351191524313215,47.63891082400001,,,0.21992617988376564,
13,Aave,AAVE,2020-10-17 23:59:59,43.07737327,38.63361292,39.48619161,41.36699325,43339687.2478275,382367032.26402897,0.46202684671344174,45.464571029999995,,,0.18808874635112682,
14,Aave,AAVE,2020-10-18 23:59:59,41.7494876,39.53158618,41.38959771,40.74697166,40441163.45662788,376635994.1363743,-0.25105228931438983,43.389102004,,,0.20206904562741068,-1.1355029817746192
15,Aave,AAVE,2020-10-19 23:59:59,40.9951837,35.95136399,40.83675675,36.01231739,49289896.51123791,332872221.1838187,-1.5104040775645313,40.3282619,,,0.21965066550813078,-1.3553516539281782
16,Aave,AAVE,2020-10-20 23:59:59,36.31907005,32.1010995,36.04378522,32.18001748,60632325.59383004,297449169.45201,-1.3825723483546573,37.960428808,,,-0.0006744736256592281,-1.0121101709431777
17,Aave,AAVE,2020-10-21 23:59:59,37.07820274,32.04814912,32.25348971,35.16035652,43831234.96273086,324997301.45456576,0.9532017850932091,37.09333126,,,0.49552283049016754,-0.5877107624061442
18,Aave,AAVE,2020-10-22 23:59:59,39.85692062,33.58946348,35.09748742,38.03165056,54717366.37734977,402396251.49084926,0.8361857085943446,36.426262722000004,,,0.6709521775946737,-0.6597972377959349
19,Aave,AAVE,2020-10-23 23:59:59,42.54665591,36.92467124,37.73059438,41.68663736,76081859.91147137,445257057.9715303,0.9902368303147713,36.614195861999995,,,0.9583780624600403,-0.6059103181827509
20,Aave,AAVE,2020-10-24 23:59:59,42.43970617,38.72882165,41.68663733,39.45502214,57658170.2946863,421421064.2790179,-0.7147193629973642,37.302736812,43.3957994135,-1.0740544163265553,0.5301391625815632,-0.9620384534685091
21,Aave,AAVE,2020-10-25 23:59:59,40.92850939,37.60120084,39.45502214,37.90476078,43970451.95984127,404862645.1741443,-0.541243833306915,38.447685472,42.630075304500004,-0.841597697011875,-0.031730537123318976,-1.1008541936355665
22,Aave,AAVE,2020-10-26 23:59:59,39.16386433,35.07196756,37.90476254,36.03392191,50307222.85474928,384880121.63162833,-0.663571802801611,38.62239855,42.3116914695,-0.7816082989620461,-0.033576447697508754,-1.4616924452679305
23,Aave,AAVE,2020-10-27 23:59:59,38.86918184,34.46963521,36.0339136,34.87153083,58581307.85370107,372464564.3579749,-0.4565122731344125,37.990374603999996,42.051069230500005,-0.8331171919987248,-0.3419861041410747,-1.4638781675169035
24,Aave,AAVE,2020-10-28 23:59:59,35.56402236,32.00005907,34.87153639,32.39408292,60533866.82608766,346002819.346564,-0.9316493235044501,36.131863716,41.4825502235,-1.0112917584020291,-1.5264639650968184,-1.5902022876406592
25,Aave,AAVE,2020-10-29 23:59:59,33.1554836,28.24077345,32.39408189,29.09833402,66304785.64501483,310800760.62242234,-1.321933097183815,34.060526091999996,40.596579717,-1.1872296355161427,-1.151948407651673,-1.4133967949054758
26,Aave,AAVE,2020-10-30 23:59:59,31.98077334,27.79246068,29.09834147,31.21782294,77280723.5890018,350090548.37008536,0.7410391437552544,32.72313852399999,39.7007849805,-1.2683231267102173,-0.201622947909056,-0.921479666451409
