SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,log_return,ma5,ma20,ma_ratio,volatility,rsi
20,Aave,AAVE,2020-10-24 23:59:59,42.43970617,38.72882165,41.68663733,39.45502214,57658170.2946863,421421064.2790179,-0.7372828734708683,37.302736812,43.3957994135,-1.0740544163265553,0.5263845310563132,-0.9818323116832488
21,Aave,AAVE,2020-10-25 23:59:59,40.92850939,37.60120084,39.45502214,37.90476078,43970451.95984127,404862645.1741443,-0.5623449374925025,38.447685472,42.630075304500004,-0.841597697011875,-0.02879327628320772,-1.1204885398223412
22,Aave,AAVE,2020-10-26 23:59:59,39.16386433,35.07196756,37.90476254,36.03392191,50307222.85474928,384880121.63162833,-0.6857041371099503,38.62239855,42.3116914695,-0.7816082989620461,-0.030617201982817064,-1.480912155180635
23,Aave,AAVE,2020-10-27 23:59:59,38.86918184,34.46963521,36.0339136,34.87153083,58581307.85370107,372464564.3579749,-0.47689908656900876,37.990374603999996,42.051069230500005,-0.8331171919987248,-0.3353536861118012,-1.4830953658341066
24,Aave,AAVE,2020-10-28 23:59:59,35.56402236,32.00005907,34.87153639,32.39408292,60533866.82608766,346002819.346564,-0.956041563014546,36.131863716,41.4825502235,-1.0112917584020291,-1.505724364639248,-1.6092743279479886
25,Aave,AAVE,2020-10-29 23:59:59,33.1554836,28.24077345,32.39408189,29.09833402,66304785.64501483,310800760.62242234,-1.3496154459428575,34.060526091999996,40.596579717,-1.1872296355161427,-1.1356693036417533,-1.4326720009537188
26,Aave,AAVE,2020-10-30 23:59:59,31.98077334,27.79246068,29.09834147,31.21782294,77280723.5890018,350090548.37008536,0.7307477410410507,32.72313852399999,39.7007849805,-1.2683231267102173,-0.19666226112647614,-0.9413201304355023
27,Aave,AAVE,2020-10-31 23:59:59,32.90016101,29.61025941,31.21782294,29.70751775,58631071.60696922,333516029.29639417,-0.6736754297724048,31.457857692000005,38.7031245815,-1.331222664019829,-0.19777275370468247,-1.2436827766971252
28,Aave,AAVE,2020-11-01 23:59:59,31.0670602,28.49448212,29.70751776,30.65727643,49568339.15865809,345465544.0019291,0.27581266907091556,30.615006812,37.624053792,-1.3262246631117114,-0.01510565361219991,-1.0985105297893776
29,Aave,AAVE,2020-11-02 23:59:59,33.92358529,29.34464956,30.65728227,29.73152358,87180146.47242028,335349717.5105502,-0.45197435874136127,30.082494944,36.5544141315,-1.2754292407690275,-0.1321753430681287,-0.8351274802992787
